,ObjectId,Country,ISO2,ISO3,Indicator,Code,Unit,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019
120,121,France,FR,FRA,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-150.814,-156.263,-172.246,-173.134,-150.319,-150.729,-160.22,-136.644,-136.728,-141.68,-133.086,,,,
121,122,France,FR,FRA,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,536.228,533.374,541.309,537.553,501.074,510.155,494.781,474.904,475.829,448.16,445.014,,,,
122,123,France,FR,FRA,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,157.299,169.288,172.015,159.656,120.168,145.258,153.171,145.688,145.307,138.874,129.698,137.715,149.977,162.689,155.991
123,124,France,FR,FRA,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-149.359,-155.05,-171.03,-172.096,-149.049,-149.646,-159.151,-135.733,-135.664,-140.386,-131.613,-147.47,-193.646,-223.322,-255.952
124,125,France,FR,FRA,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,306.658,324.339,343.045,331.752,269.217,294.904,312.322,281.421,280.971,279.26,261.311,285.185,343.623,386.011,411.943
125,126,France,FR,FRA,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,385.414,377.111,369.062,364.419,350.755,359.426,334.561,338.261,339.101,306.48,311.928,,,,
126,127,G20,,G20,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-228.079,-173.488,-46.838,-18.91,91.465,132.45,99.742,202.03,302.769,275.697,267.22,,,,
127,128,G20,,G20,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,23104.57,23738.356,24506.797,24513.459,24072.18,25483.283,26274.342,26372.818,26760.591,26772.893,26687.974,,,,
128,129,G20,,G20,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,1256.467,1426.533,1582.225,1700.392,1474.814,1690.873,1808.024,1871.121,1947.098,1882.403,1737.099,,,,
129,130,G20,,G20,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-228.221,-174.081,-47.176,-19.294,91.173,132.086,100.027,203.54,303.442,276.961,267.568,,,,
130,131,G20,,G20,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,1484.688,1600.614,1629.401,1719.686,1383.641,1558.788,1707.997,1667.581,1643.656,1605.442,1469.532,,,,
131,132,G20,,G20,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,22876.491,23564.868,24459.959,24494.55,24163.644,25615.733,26374.085,26574.848,27063.36,27048.59,26955.193,,,,
132,133,Germany,DE,DEU,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-126.121,-130.938,-128.725,-134.67,-123.695,-128.912,-140.841,-98.262,-99.344,-107.877,-87.715,,,,
133,134,Germany,DE,DEU,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,940.237,958.69,927.915,951.306,869.137,925.153,910.867,879.989,898.539,864.752,853.444,,,,
134,135,Germany,DE,DEU,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,290.293,335.447,362.237,358.234,258.152,337.22,353.263,339.453,330.035,321.918,322.419,332.766,337.778,343.284,324.401
135,136,Germany,DE,DEU,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-122.754,-128.008,-125.786,-132.137,-120.85,-126.643,-138.704,-96.101,-96.888,-105.476,-84.608,-122.522,-133.702,-150.265,-165.996
136,137,Germany,DE,DEU,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,413.046,463.455,488.023,490.371,379.002,463.862,491.967,435.554,426.922,427.394,407.027,455.288,471.48,493.549,490.397
137,138,Germany,DE,DEU,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,814.116,827.752,799.19,816.636,745.443,796.241,770.025,781.727,799.195,756.875,765.729,,,,
138,139,Greece,GR,GRC,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-9.308,-18.114,-24.584,-19.305,-16.931,-12.833,-6.47,-1.426,0.72,1.379,3.924,,,,
139,140,Greece,GR,GRC,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,121.64,122.27,133.478,138.694,122.882,108.411,103.823,89.135,78.272,78.306,72.95,,,,
140,141,Greece,GR,GRC,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,34.425,30.601,34.239,42.295,28.338,27.408,32.099,29.965,29.708,33.339,31.155,30.632,32.082,34.332,35.446
141,142,Greece,GR,GRC,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-9.853,-18.549,-25.07,-19.497,-17.202,-13.082,-6.691,-1.63,0.408,1.114,3.581,-0.724999999999998,0.395,1.178,2.622
142,143,Greece,GR,GRC,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,44.278,49.15,59.309,61.792,45.54,40.49,38.79,31.595,29.301,32.225,27.574,31.357,31.687,33.154,32.824
143,144,Greece,GR,GRC,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,112.332,104.156,108.894,119.389,105.951,95.578,97.353,87.709,78.992,79.685,76.874,,,,
144,145,Hungary,HU,HUN,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-5.842,-3.489,-3.673,-3.76,-0.843,-0.438,1.231,2.119,1.717,1.512,2.639,,,,
145,146,Hungary,HU,HUN,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,68.129,65.558,64.273,63.315,55.372,55.564,53.106,48.005,46.072,46.181,48.26,,,,
146,147,Hungary,HU,HUN,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,35.532,41.738,43.329,44.933,34.747,41.33,43.397,38.049,37.683,38.506,37.225,40.116,42.339,49.111,47.907
147,148,Hungary,HU,HUN,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-5.966,-3.661,-3.809,-3.905,-1.011,-0.558,1.127,2.027,1.634,1.409,2.493,0.305,1.992,6.635,3.92899999999999
148,149,Hungary,HU,HUN,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,41.497,45.398,47.138,48.838,35.758,41.888,42.269,36.022,36.049,37.097,34.732,39.811,40.347,42.476,43.978
149,150,Hungary,HU,HUN,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,62.287,62.068,60.6,59.555,54.529,55.126,54.337,50.124,47.789,47.693,50.899,,,,
150,151,Iceland,IS,ISL,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-0.414,-1.027,-0.704,0.081,1.241,1.143,0.933,1.017,1.204,1.139,1.25,,,,
151,152,Iceland,IS,ISL,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,4.539,5.048,4.946,3.805,2.454,2.523,2.61,2.578,2.547,2.716,2.881,,,,
152,153,Iceland,IS,ISL,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,3.316,2.987,3.351,3.143,3.329,3.569,3.576,3.57,3.626,3.588,3.837,3.78,4.036,3.725,3.906
153,154,Iceland,IS,ISL,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-0.354,-0.969,-0.642,0.121,1.267,1.168,0.959,1.043,1.233,1.171,1.3,0.776,0.951,1.01,1.387
154,155,Iceland,IS,ISL,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,3.671,3.956,3.993,3.023,2.061,2.402,2.618,2.527,2.392,2.417,2.537,3.004,3.085,2.715,2.519
155,156,Iceland,IS,ISL,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,4.125,4.021,4.242,3.885,3.695,3.666,3.543,3.595,3.751,3.855,4.131,,,,
156,157,India,IN,IND,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,59.312,54.872,33.974,68.673,91.661,77.991,48.914,82.947,169.771,171.857,124.593,,,,
157,158,India,IN,IND,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,1021.747,1099.753,1234.915,1277.116,1419.081,1517.02,1632.386,1734.412,1696.941,1858.186,1918.813,,,,
158,159,India,IN,IND,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,229.681,254.62,274.224,328.797,337.794,404.586,414.995,432.765,473.679,473.505,431.497,411.073,440.779,457.878,455.37
159,160,India,IN,IND,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,59.288,54.833,33.994,68.515,91.496,77.753,48.718,82.684,169.499,171.529,124.153,108.669,107.163,346.723,903.164
160,161,India,IN,IND,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,170.393,199.787,240.23,260.282,246.298,326.833,366.277,350.081,304.18,301.976,307.344,302.404,333.616,111.155,-447.794
161,162,India,IN,IND,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,1081.058,1154.625,1268.89,1345.789,1510.742,1595.011,1681.301,1817.359,1866.712,2030.043,2043.407,,,,
162,163,Indonesia,ID,IDN,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,39.251,30.475,21.478,-1.627,12.263,-10.807,-19.646,-33.362,-35.185,-19.285,-5.212,,,,
163,164,Indonesia,ID,IDN,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,304.444,329.595,356.206,370.883,373.292,397.775,435.245,470.398,475.289,496.938,484.588,,,,
164,165,Indonesia,ID,IDN,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,120.363,116.198,112.156,110.983,99.647,103.369,114.001,108.917,106.402,115.61,111.59,117.076,114.873,117.195,113.872
165,166,Indonesia,ID,IDN,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,39.336,30.533,21.535,-1.61,12.332,-10.722,-19.587,-33.339,-35.171,-19.337,-5.297,6.84099999999999,-1.67,-5.20100000000001,6.443
166,167,Indonesia,ID,IDN,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,81.027,85.665,90.621,112.592,87.315,114.091,133.588,142.255,141.573,134.946,116.887,110.235,116.543,122.396,107.429
167,168,Indonesia,ID,IDN,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,343.696,360.069,377.684,369.256,385.555,386.968,415.6,437.036,440.104,477.653,479.376,,,,
168,169,Ireland,IE,IRL,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-2.317,-4.117,-6.861,-5.961,-2.817,-0.173,3.435,3.824,3.882,2.697,6.078,,,,
169,170,Ireland,IE,IRL,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,63.251,67.023,69.988,68.001,59.037,56.311,48.915,48.587,47.516,48.607,46.672,,,,
170,171,Ireland,IE,IRL,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,39.15,41.197,42.435,40.058,36.926,38.516,38.599,38.677,40.624,42.747,46.679,,,,
171,172,Ireland,IE,IRL,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-2.022,-3.827,-6.527,-5.697,-2.534,0.056,3.613,3.965,4.035,2.866,6.217,,,,
172,173,Ireland,IE,IRL,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,41.172,45.024,48.963,45.755,39.46,38.46,34.985,34.712,36.589,39.88,40.462,,,,
173,174,Ireland,IE,IRL,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,60.935,62.906,63.128,62.04,56.22,56.138,52.351,52.41,51.398,51.303,52.75,,,,
174,175,Israel,IL,ISR,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-16.157,-10.695,-15.853,-16.758,-12.965,-16.394,-20.912,-19.288,-18.848,-19.541,-17.3,,,,
175,176,Israel,IL,ISR,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,83.813,83.8,88.145,88.34,85.309,92.489,95.664,98.883,90.278,89.165,88.27,,,,
176,177,Israel,IL,ISR,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,22.081,27.946,20.979,22.233,18.909,21.938,19.354,20.122,19.677,20.741,20.72,24.052,25.82,22.189,23.39
177,178,Israel,IL,ISR,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-16.023,-10.582,-15.733,-16.668,-12.867,-16.302,-20.836,-19.213,-18.766,-19.452,-17.146,-18.323,-18.618,-23.766,-15.297
178,179,Israel,IL,ISR,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,38.104,38.528,36.712,38.902,31.776,38.239,40.19,39.336,38.442,40.193,37.866,42.375,44.438,45.955,38.687
179,180,Israel,IL,ISR,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,67.657,73.104,72.292,71.582,72.344,76.095,74.752,79.595,71.43,69.624,70.97,,,,
180,181,Italy,IT,ITA,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-117.783,-131.326,-136.046,-131.167,-106.134,-110.92,-106.793,-75.0,-75.391,-78.1,-76.175,,,,
181,182,Italy,IT,ITA,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,584.451,591.867,588.703,576.839,506.222,526.807,517.397,464.939,436.164,418.783,423.012,,,,
182,183,Italy,IT,ITA,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,153.772,172.976,183.226,175.548,117.496,149.405,158.879,148.676,139.089,137.191,134.333,147.588,154.307,182.371,182.254
183,184,Italy,IT,ITA,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-117.241,-130.921,-135.614,-130.773,-105.669,-110.571,-106.47,-74.692,-75.072,-77.784,-75.838,-59.339,-66.234,-52.593,-22.159
184,185,Italy,IT,ITA,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,271.013,303.898,318.84,306.322,223.164,259.976,265.348,223.368,214.161,214.975,210.171,206.927,220.541,234.964,204.413
185,186,Italy,IT,ITA,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,466.668,460.542,452.657,445.672,400.088,415.886,410.604,389.939,360.773,340.683,346.837,,,,
186,187,Japan,JP,JPN,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-281.203,-263.225,-213.09,-251.594,-201.977,-217.975,-267.173,-281.77,-226.825,-213.434,-158.711,,,,
187,188,Japan,JP,JPN,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,1501.962,1469.603,1463.367,1421.24,1308.02,1376.865,1471.923,1530.866,1497.445,1448.543,1361.019,,,,
188,189,Japan,JP,JPN,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,240.136,271.569,300.19,295.684,199.275,249.836,263.395,249.395,264.426,279.441,262.775,269.067,261.54,291.17,307.361
189,190,Japan,JP,JPN,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-279.38,-262.039,-211.994,-250.714,-201.097,-217.146,-266.427,-280.998,-226.249,-212.979,-158.236,-142.449,-114.008,-47.642,-59.118
190,191,Japan,JP,JPN,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,519.516,533.608,512.184,546.398,400.371,466.982,529.822,530.394,490.675,492.421,421.011,411.516,375.548,338.812,366.479
191,192,Japan,JP,JPN,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,1220.758,1206.378,1250.277,1169.646,1106.043,1158.89,1204.751,1249.096,1270.62,1235.109,1202.308,,,,
192,193,"Kazakhstan, Rep. of",KZ,KAZ,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,56.757,61.6,64.816,88.573,60.153,74.285,85.007,71.356,68.807,67.123,46.27,,,,
193,194,"Kazakhstan, Rep. of",KZ,KAZ,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,101.159,112.279,123.68,143.647,143.622,148.019,151.268,163.627,181.262,163.473,180.186,,,,
194,195,"Kazakhstan, Rep. of",KZ,KAZ,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,83.165,91.3,101.278,122.265,93.078,102.336,118.479,108.955,105.752,97.939,76.686,75.808,91.404,97.268,111.631
195,196,"Kazakhstan, Rep. of",KZ,KAZ,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,56.755,61.597,64.818,88.57,60.178,74.308,84.994,71.367,68.814,67.117,46.252,48.677,63.031,68.502,82.547
196,197,"Kazakhstan, Rep. of",KZ,KAZ,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,26.41,29.703,36.46,33.696,32.9,28.028,33.485,37.588,36.938,30.823,30.434,27.131,28.373,28.766,29.084
197,198,"Kazakhstan, Rep. of",KZ,KAZ,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,157.917,173.879,188.496,232.22,203.775,222.304,236.275,234.983,250.07,230.596,226.456,,,,
198,199,"Korea, Rep. of",KR,KOR,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-37.378,-53.046,-54.46,-21.255,35.04,34.06,15.666,42.184,41.644,40.021,47.66,,,,
199,200,"Korea, Rep. of",KR,KOR,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,546.933,575.271,591.706,564.744,519.932,578.064,608.359,584.033,582.966,576.605,584.818,,,,
200,201,"Korea, Rep. of",KR,KOR,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,248.449,269.443,295.14,351.277,303.896,355.515,408.317,403.578,392.579,379.302,347.937,335.913,392.39,405.489,361.062
201,202,"Korea, Rep. of",KR,KOR,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-36.763,-52.324,-53.693,-21.092,35.203,34.23,15.72,42.302,41.806,40.219,48.207,54.634,57.478,27.224,-19.093
202,203,"Korea, Rep. of",KR,KOR,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,285.212,321.767,348.833,372.37,268.693,321.285,392.597,361.277,350.773,339.083,299.729,281.279,334.912,378.265,380.155
203,204,"Korea, Rep. of",KR,KOR,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,509.555,522.225,537.246,543.489,554.973,612.124,624.025,626.217,624.611,616.627,632.478,,,,
204,205,Latvia,LV,LVA,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-3.162,-4.165,-4.87,-4.496,-2.165,-2.338,-3.096,-2.383,-2.481,-2.255,-2.098,,,,
205,206,Latvia,LV,LVA,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,10.94,12.638,13.654,13.125,10.141,11.103,11.13,10.06,9.864,9.377,9.229,,,,
206,207,Latvia,LV,LVA,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,3.786,3.97,4.431,3.876,3.168,4.463,4.407,4.606,4.312,4.006,4.042,3.974,4.343,4.561,4.52
207,208,Latvia,LV,LVA,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-3.132,-4.135,-4.836,-4.459,-2.131,-2.314,-3.075,-2.364,-2.461,-2.234,-2.074,-2.904,-2.281,-1.184,-1.13
208,209,Latvia,LV,LVA,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,6.918,8.105,9.267,8.335,5.298,6.777,7.482,6.97,6.773,6.24,6.117,6.878,6.624,5.745,5.65
209,210,Latvia,LV,LVA,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,7.778,8.473,8.783,8.629,7.976,8.765,8.034,7.677,7.383,7.122,7.131,,,,
210,211,Lithuania,LT,LTU,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-4.25,-5.186,-5.725,-5.975,-3.045,-3.419,-4.401,-3.441,-3.578,-4.114,-3.921,,,,
211,212,Lithuania,LT,LTU,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,16.816,17.376,18.348,18.333,14.444,16.075,15.632,14.527,14.109,13.952,14.205,,,,
212,213,Lithuania,LT,LTU,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,7.148,6.699,6.03,7.862,6.178,7.76,8.337,8.37,8.865,8.301,8.543,8.725,9.324,10.09,10.084
213,214,Lithuania,LT,LTU,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-4.257,-5.192,-5.717,-5.957,-3.029,-3.414,-4.402,-3.44,-3.574,-4.116,-3.926,-2.513,-3.125,-2.599,-2.244
214,215,Lithuania,LT,LTU,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,11.405,11.891,11.747,13.819,9.207,11.174,12.738,11.81,12.439,12.418,12.469,11.238,12.449,12.689,12.328
215,216,Lithuania,LT,LTU,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,12.566,12.191,12.623,12.358,11.399,12.655,11.231,11.086,10.531,9.838,10.284,,,,
216,217,Luxembourg,LU,LUX,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,0.654,0.958,0.835,0.705,1.26,1.33,0.716,0.781,0.573,0.785,0.445,,,,
217,218,Luxembourg,LU,LUX,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,11.733,11.085,10.867,11.021,9.787,10.269,10.616,10.427,10.014,9.232,9.147,,,,
218,219,Luxembourg,LU,LUX,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,8.846,9.702,10.25,11.297,8.122,9.662,9.737,9.678,9.806,10.354,10.562,9.734,10.654,11.159,10.078
219,220,Luxembourg,LU,LUX,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-0.319,0.074,-0.063,0.148,0.315,0.475,-0.005,0.232,-0.182,-0.219,-0.792,-1.006,-0.738,-0.773999999999999,-1.091
220,221,Luxembourg,LU,LUX,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,9.165,9.628,10.313,11.148,7.807,9.186,9.741,9.446,9.988,10.573,11.354,10.74,11.392,11.933,11.169
221,222,Luxembourg,LU,LUX,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,12.387,12.043,11.702,11.726,11.047,11.599,11.332,11.208,10.587,10.017,9.593,,,,
222,223,Malaysia,MY,MYS,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,46.476,49.516,52.026,57.775,41.638,37.741,35.87,25.971,22.383,26.059,28.973,,,,
223,224,Malaysia,MY,MYS,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,123.612,125.351,139.493,144.669,140.763,165.254,168.838,180.354,201.847,210.804,209.462,,,,
224,225,Malaysia,MY,MYS,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,141.407,148.666,165.625,169.206,131.584,146.298,152.124,144.481,146.703,148.828,141.113,132.267,133.447,143.927,139.496
225,226,Malaysia,MY,MYS,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,45.66,48.805,51.242,57.118,41.026,37.192,35.356,25.597,21.927,25.574,28.571,15.821,6.291,3.642,-3.779
226,227,Malaysia,MY,MYS,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,95.747,99.861,114.383,112.088,90.558,109.105,116.767,118.884,124.776,123.255,112.542,116.446,127.156,140.285,143.275
227,228,Malaysia,MY,MYS,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,170.089,174.867,191.519,202.444,182.4,202.995,204.707,206.325,224.23,236.862,238.435,,,,
228,229,Malta,MT,MLT,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,0.614,0.525,0.71,0.956,0.619,0.651,0.437,0.836,0.691,0.765,0.524,,,,
229,230,Malta,MT,MLT,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,2.974,3.012,3.0,2.871,3.024,3.294,3.456,3.055,2.979,2.846,2.597,,,,
230,231,Malta,MT,MLT,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,2.689,2.923,3.078,3.824,3.216,3.122,2.998,3.278,3.116,2.986,2.751,2.886,2.609,2.569,2.541
231,232,Malta,MT,MLT,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,0.618,0.526,0.709,0.954,0.616,0.651,0.418,0.828,0.684,0.75,0.513,0.673,0.366,0.189,-0.617
232,233,Malta,MT,MLT,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,2.071,2.397,2.369,2.87,2.599,2.471,2.579,2.45,2.432,2.236,2.238,2.213,2.243,2.38,3.158
233,234,Malta,MT,MLT,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,3.588,3.538,3.71,3.827,3.643,3.945,3.893,3.892,3.67,3.61,3.121,,,,
234,235,Mexico,MX,MEX,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-25.803,-31.628,-36.005,-37.606,-9.76,-22.73,-26.06,-27.897,-32.783,-42.185,-32.477,,,,
235,236,Mexico,MX,MEX,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,449.434,469.798,480.305,482.349,443.855,472.391,491.945,496.43,492.039,486.441,485.486,,,,
236,237,Mexico,MX,MEX,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,130.771,144.534,144.658,144.98,134.951,161.084,167.94,172.973,169.601,166.499,175.475,171.225,178.76,191.056,194.157
237,238,Mexico,MX,MEX,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-26.313,-31.986,-36.287,-37.846,-10.131,-22.932,-26.181,-28.022,-32.891,-42.33,-32.626,-40.745,-35.754,-25.522,-19.847
238,239,Mexico,MX,MEX,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,157.084,176.519,180.945,182.827,145.082,184.016,194.121,200.995,202.492,208.83,208.101,211.97,214.514,216.578,214.004
239,240,Mexico,MX,MEX,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,423.63,438.17,444.3,444.743,434.095,449.662,465.885,468.533,459.256,444.256,453.009,,,,
240,241,Morocco,MA,MAR,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-3.841,-2.765,-5.41,-7.769,-7.262,-6.025,-5.248,-5.822,-6.628,-5.957,-7.37,,,,
241,242,Morocco,MA,MAR,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,46.491,47.147,50.529,54.604,54.38,56.416,60.546,61.727,61.914,63.151,66.593,,,,
242,243,Morocco,MA,MAR,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,11.273,13.163,13.243,14.485,11.712,13.279,15.965,15.536,14.382,14.919,14.696,14.789,15.423,16.299,15.792
